Feature,Importance
"line353 x end, line353 y end",0.00043470004120880074
"line354 x start, line354 y start",0.0
"line354 x start, line354 y end",0.00210913977594046
"line354 x end, line354 y start",0.0
"line354 x end, line354 y end",0.0019204097025111394
"line355 x start, line355 y start",0.0
"line355 x start, line355 y end",0.0012438297635445018
"line355 x end, line355 y start",0.0
"line355 x end, line355 y end",0.0003322523888747606
"line356 x start, line356 y start",0.0
"line356 x start, line356 y end",0.0003841034735997951
"line356 x end, line356 y start",0.0
"line356 x end, line356 y end",0.00018103764369586757
"line357 x start, line357 y start",0.0
"line357 x start, line357 y end",0.0010432744139165723
"line357 x end, line357 y start",0.0
"line357 x end, line357 y end",0.0004426546508404143
"line358 x start, line358 y start",0.0
"line358 x start, line358 y end",0.0006872356914287017
"line358 x end, line358 y start",0.0
"line358 x end, line358 y end",0.00014608639303809894
"line359 x start, line359 y start",0.0
"line359 x start, line359 y end",0.0005770713227619266
"line359 x end, line359 y start",0.0
"line359 x end, line359 y end",0.00046116974247534405
"line360 x start, line360 y start",0.0
"line360 x start, line360 y end",0.0004876275969869959
"line360 x end, line360 y start",0.0
"line360 x end, line360 y end",0.00028705411724880845
"line361 x start, line361 y start",0.0
"line361 x start, line361 y end",9.25919766923645e-05
"line361 x end, line361 y start",0.0
"line361 x end, line361 y end",0.0
"line362 x start, line362 y start",0.0
"line362 x start, line362 y end",0.00040987174268810017
"line362 x end, line362 y start",0.0
"line362 x end, line362 y end",0.00039115517822551596
"line363 x start, line363 y start",0.0
"line363 x start, line363 y end",3.298770195321922e-05
"line363 x end, line363 y start",0.0
"line363 x end, line363 y end",0.0003214422942323225
"line364 x start, line364 y start",0.0
"line364 x start, line364 y end",0.0002784100056086053
"line364 x end, line364 y start",0.0
"line364 x end, line364 y end",0.0003066821135813022
"line365 x start, line365 y start",0.0
"line365 x start, line365 y end",0.00021383653159946808
"line365 x end, line365 y start",0.0
"line365 x end, line365 y end",0.0007781128257328297
"line366 x start, line366 y start",0.0
"line366 x start, line366 y end",0.0
"line366 x end, line366 y start",0.0
"line366 x end, line366 y end",0.0004994533100343211
"line367 x start, line367 y start",0.0
"line367 x start, line367 y end",0.00012595026969352955
"line367 x end, line367 y start",0.0
"line367 x end, line367 y end",0.0019608485102468104
"line368 x start, line368 y start",0.0
"line368 x start, line368 y end",0.0002668143451928016
"line368 x end, line368 y start",0.0
"line368 x end, line368 y end",0.00034830566864075207
"line369 x start, line369 y start",0.0
"line369 x start, line369 y end",0.0
"line369 x end, line369 y start",0.0
"line369 x end, line369 y end",0.00018074018188057615
"line370 x start, line370 y start",0.0
"line370 x start, line370 y end",0.0016189923072772942
"line370 x end, line370 y start",0.0
"line370 x end, line370 y end",0.0010788711774109181
"line371 x start, line371 y start",0.0
"line371 x start, line371 y end",0.000239219317639282
"line371 x end, line371 y start",0.0
"line371 x end, line371 y end",0.00012993117680263513
"line372 x start, line372 y start",0.0
"line372 x start, line372 y end",0.0009313306926638038
"line372 x end, line372 y start",0.0
"line372 x end, line372 y end",4.340487099107789e-05
"line373 x start, line373 y start",0.0
"line373 x start, line373 y end",0.0004244456571677184
"line373 x end, line373 y start",0.0
"line373 x end, line373 y end",0.00015281416313180047
"line374 x start, line374 y start",0.0
"line374 x start, line374 y end",0.0007382519138178567
"line374 x end, line374 y start",0.0
"line374 x end, line374 y end",0.0
"line375 x start, line375 y start",0.0
"line375 x start, line375 y end",0.00036177145455531417
"line375 x end, line375 y start",0.0
"line375 x end, line375 y end",0.0002460710922900656
"line376 x start, line376 y start",0.0
"line376 x start, line376 y end",0.00044685829531923945
"line376 x end, line376 y start",0.0
"line376 x end, line376 y end",0.001047018295922032
"line377 x start, line377 y start",0.0
"line377 x start, line377 y end",0.0007658242956727737
"line377 x end, line377 y start",0.0
"line377 x end, line377 y end",0.0016052787807667652
"line378 x start, line378 y start",0.0
"line378 x start, line378 y end",0.0009876702959934645
"line378 x end, line378 y start",0.0
"line378 x end, line378 y end",0.0004638911520710951
"line379 x start, line379 y start",0.0
"line379 x start, line379 y end",0.000100942293826608
"line379 x end, line379 y start",0.0
"line379 x end, line379 y end",6.89660867195693e-05
"line380 x start, line380 y start",0.0
"line380 x start, line380 y end",5.695303359518642e-05
"line380 x end, line380 y start",0.0
"line380 x end, line380 y end",0.00044976916669641246
"line381 x start, line381 y start",0.0
"line381 x start, line381 y end",0.001284562113645999
"line381 x end, line381 y start",0.0
"line381 x end, line381 y end",0.0009470320294392009
"line382 x start, line382 y start",0.0
"line382 x start, line382 y end",0.00040002894974950037
"line382 x end, line382 y start",0.0
"line382 x end, line382 y end",0.00017066482021521354
"line383 x start, line383 y start",0.0
"line383 x start, line383 y end",8.530141616394987e-05
"line383 x end, line383 y start",0.0
"line383 x end, line383 y end",0.00018254305279527587
"line384 x start, line384 y start",0.0
"line384 x start, line384 y end",0.00028450106218320633
"line384 x end, line384 y start",0.0
"line384 x end, line384 y end",0.0002823649198565933
"line385 x start, line385 y start",0.0
"line385 x start, line385 y end",0.00039247103131013637
"line385 x end, line385 y start",0.0
"line385 x end, line385 y end",0.0004997176902015902
"line386 x start, line386 y start",0.0
"line386 x start, line386 y end",0.00025791140301310725
"line386 x end, line386 y start",0.0
"line386 x end, line386 y end",0.0017245794542563742
"line387 x start, line387 y start",0.0
"line387 x start, line387 y end",0.0024944330019286104
"line387 x end, line387 y start",0.0
"line387 x end, line387 y end",0.000994740918583309
"line388 x start, line388 y start",0.0
"line388 x start, line388 y end",0.0008255755679887137
"line388 x end, line388 y start",0.0
"line388 x end, line388 y end",0.0007095242406308051
"line389 x start, line389 y start",0.0
"line389 x start, line389 y end",0.0019426664728210941
"line389 x end, line389 y start",0.0
"line389 x end, line389 y end",0.0007566831080873643
"line390 x start, line390 y start",0.0
"line390 x start, line390 y end",0.0002011909579695901
"line390 x end, line390 y start",0.0
"line390 x end, line390 y end",0.0013909078532656552
"line391 x start, line391 y start",0.0
"line391 x start, line391 y end",0.0004648402599663759
"line391 x end, line391 y start",0.0
"line391 x end, line391 y end",0.00132603989414768
"line392 x start, line392 y start",0.0
"line392 x start, line392 y end",5.532041728763039e-05
"line392 x end, line392 y start",0.0
"line392 x end, line392 y end",0.0007230060759463597
"line393 x start, line393 y start",0.0
"line393 x start, line393 y end",0.0
"line393 x end, line393 y start",0.0
"line393 x end, line393 y end",0.0002454358039850306
"line394 x start, line394 y start",0.0
"line394 x start, line394 y end",0.0
"line394 x end, line394 y start",0.0
"line394 x end, line394 y end",5.694589693506713e-05
"line395 x start, line395 y start",0.0
"line395 x start, line395 y end",0.0010136678624239478
"line395 x end, line395 y start",0.0
"line395 x end, line395 y end",0.0019858279946246673
"line396 x start, line396 y start",0.0
"line396 x start, line396 y end",0.0011035028444639223
"line396 x end, line396 y start",0.0
"line396 x end, line396 y end",0.000727956532650145
"line397 x start, line397 y start",0.0
"line397 x start, line397 y end",0.001208215077784321
"line397 x end, line397 y start",0.0
"line397 x end, line397 y end",0.0011954118302081329
"line398 x start, line398 y start",0.0
"line398 x start, line398 y end",0.0004730538073167399
"line398 x end, line398 y start",0.0
"line398 x end, line398 y end",0.000512097709899501
"line399 x start, line399 y start",0.0
"line399 x start, line399 y end",0.0005802914393612335
"line399 x end, line399 y start",0.0
"line399 x end, line399 y end",0.0006974857022247454
"line400 x start, line400 y start",0.0
"line400 x start, line400 y end",0.00021086312374334664
"line400 x end, line400 y start",0.0
"line400 x end, line400 y end",0.00042401744757170545
